0,-2.125,0,-1.125,-0.5625,-0.75,-0.65625,0.0625,-0.71875,0.90625,0.5625,-0.71875,0.65625,0.125,0.59375,0.90625,-0.3125,0.75,-0.28125,1.96875,-0.1875,3.0625,0.25,0.75,0.25,1.96875,0.09375,3.0625,0,0
-0.05,-2.3,-0.05,-1.3,-0.7,-0.85,-0.8,0.15,-0.75,0.95,0.65,-0.95,0.8,0,0.8,0.9,-0.35,0.9,-0.3,2.25,-0.3,3.55,0.3,0.9,0.2,2.2,0.1,3.5,0,0
0.068965517,-2.275862069,0.034482759,-1.275862069,-0.620689655,-0.862068966,-0.793103448,0.103448276,-0.724137931,0.827586207,0.655172414,-0.931034483,0.75862069,0.068965517,0.75862069,0.827586207,-0.275862069,0.896551724,-0.275862069,2.034482759,-0.24137931,3.137931034,0.275862069,0.896551724,0.275862069,2.034482759,0.137931034,3.137931034,0,0
-0.08,-2.36,-0.04,-1.36,-0.72,-0.88,-0.84,0.12,-0.8,1,0.68,-0.96,0.84,0.04,0.76,0.88,-0.32,0.96,-0.2,2.48,-0.04,3.84,0.32,0.88,0.48,2.4,0.52,3.88,0,0
0,-2.259259259,0,-1.259259259,-0.62962963,-0.925925926,-0.814814815,0.111111111,-0.703703704,1,0.62962963,-0.888888889,0.777777778,0.111111111,0.740740741,0.962962963,-0.296296296,0.888888889,-0.296296296,2.222222222,-0.185185185,3.481481481,0.259259259,0.888888889,0.259259259,2.148148148,0.074074074,3.481481481,0,0
-0.03125,-2.1875,0,-1.1875,-0.53125,-0.8125,-0.625,0.0625,-0.625,0.8125,0.59375,-0.84375,0.6875,0.03125,0.5625,0.71875,-0.28125,0.78125,-0.28125,1.9375,-0.1875,3,0.21875,0.78125,0.25,1.90625,0.21875,2.9375,0,0
-0.032258065,-2,0,-1,-0.516129032,-0.677419355,-0.64516129,0.322580645,-0.709677419,1.193548387,0.548387097,-0.64516129,0.64516129,0.258064516,0.64516129,1.129032258,-0.322580645,0.709677419,-0.193548387,2.161290323,-0.096774194,3.290322581,0.225806452,0.677419355,0.225806452,2.129032258,0.129032258,3.290322581,0,0
0,-2.058823529,-0.029411765,-1.058823529,-0.588235294,-0.705882353,-0.676470588,0.117647059,-0.647058824,0.823529412,0.558823529,-0.705882353,0.647058824,0.176470588,0.647058824,0.852941176,-0.294117647,0.705882353,-0.264705882,1.823529412,-0.205882353,2.764705882,0.235294118,0.705882353,0.147058824,1.794117647,0.029411765,2.882352941,0,0
0.15625,-2.0625,0.03125,-1.0625,-0.5625,-0.78125,-0.65625,0.0625,-0.53125,0.8125,0.53125,-0.6875,0.6875,0.0625,0.71875,0.8125,-0.21875,0.8125,-0.21875,1.96875,-0.1875,3.03125,0.3125,0.78125,0.28125,1.9375,0.125,3.03125,0,0
-0.074074074,-2.222222222,-0.037037037,-1.222222222,-0.777777778,-0.925925926,-0.925925926,0.074074074,-0.814814815,0.962962963,0.703703704,-1,0.925925926,0,0.925925926,0.851851852,-0.296296296,1,-0.185185185,2.296296296,-0.111111111,3.444444444,0.37037037,0.925925926,0.333333333,2.222222222,0.333333333,3.481481481,0,0
